QGC WPL 110
0	1	0	16	0	0	0	0	47.258160	11.352886	0.000000	1
1	0	3	22	0.000000	0.000000	0.000000	0.000000	47.258381	11.352823	25.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	47.258381	11.352823	25.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	47.259262	11.352578	25.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	47.259418	11.353877	50.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	47.258537	11.354134	75.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	47.258381	11.352823	100.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	47.259262	11.352578	75.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	47.259418	11.353877	50.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	47.258537	11.354134	25.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	47.258160	11.352890	25.000000	1
11	0	3	21	0.000000	0.000000	0.000000	0.000000	47.258160	11.352890	25.000000	1
